resume,jd_file,similarity_score
resume_software_engineer_9.txt,jd_data_science_1.txt,0.1
resume_software_engineer_9.txt,jd_data_science_2.txt,0.1
resume_software_engineer_9.txt,jd_data_science_3.txt,0.154
resume_software_engineer_9.txt,jd_data_science_4.txt,0.084
resume_software_engineer_9.txt,jd_data_science_5.txt,0.079
resume_software_engineer_9.txt,jd_finance_1.txt,0.069
resume_software_engineer_9.txt,jd_finance_2.txt,0.048
resume_software_engineer_9.txt,jd_finance_3.txt,0.099
resume_software_engineer_9.txt,jd_finance_4.txt,0.052
resume_software_engineer_9.txt,jd_project_management_1.txt,0.054
resume_software_engineer_9.txt,jd_project_management_2.txt,0.067
resume_software_engineer_9.txt,jd_project_management_3.txt,0.047
resume_software_engineer_9.txt,jd_project_management_4.txt,0.066
resume_software_engineer_9.txt,jd_project_management_5.txt,0.023
resume_software_engineer_9.txt,jd_sales_1.txt,0.014
resume_software_engineer_9.txt,jd_sales_2.txt,0.034
resume_software_engineer_9.txt,jd_sales_3.txt,0.049
resume_software_engineer_9.txt,jd_sales_4.txt,0.049
resume_software_engineer_9.txt,jd_sales_5.txt,0.016
resume_software_engineer_9.txt,jd_sales_6.txt,0.029
resume_software_engineer_9.txt,jd_software_engineer_1.txt,0.069
resume_software_engineer_9.txt,jd_software_engineer_2.txt,0.051
resume_software_engineer_9.txt,jd_software_engineer_3.txt,0.144
resume_software_engineer_9.txt,jd_software_engineer_4.txt,0.091
resume_software_engineer_9.txt,jd_software_engineer_5.txt,0.137
resume_software_engineer_9.txt,jd_software_engineer_6.txt,0.02
